,日期,標題,內容,讚數
38,2021/5/16 00:57,台康生技,巡視一下,137
39,2021/5/16 03:50,長榮,漲翻天！印度疫情燒、船員貨櫃都缺　「航運業海嘯」來了長榮海運「長賜號」今年3月底卡在蘇伊士運河，雖然已經開通，但嚴重打亂船期，讓全球塞港和缺櫃的狀況更惡化。結論：繼續漲運費。https://www.google.com/amp/s/news.tvbs.com.tw/amp/life/1508320,21
40,2021/5/16 00:13,大成鋼,剛剛看到有同學說他還持有大成鋼。我想起了往事，想跟各位分享一下。去年大成鋼還在22-23左右，A妹注意到它了。當時，還重壓它而已。我還跟同事說，它很棒，不受美國選舉影響。進可攻，退可守。是一檔難得的好股票，後面起來的機率很大。投信也在那時候剛剛進場，A妹觀察它的持股成本大概就在22-24之間，所以覺得可以跟著它進場。但是，後來也是沒耐心等久，小獲利就放棄它了。而投信沿路，大買小賣的，抱到最近才賣。那故事說到這裡，各位看到重點了嗎？就算現在是股災，投信現在大賣大成鋼，也是大賺一筆的交易。而，後面才追高的小白呢？就變成很美味的韭菜了。其實最近盤勢不穩，在看到投信由買轉賣的時候，就是一個出場訊號了。不過，通常持股的人，就算看到訊號也會當作沒看到。A妹前面好幾篇文都不斷的教大家，強勢股如何操作。不要追高，拉回5日線附近進場。跌破5日線，立刻走人。所以，你們看5/11，大成鋼收盤是不是就跌破5日線了。那5/12立刻開盤就走，那應該都還有獲利吧，只要不是追高的，應該都有獲利才是吧。基金經理人手握那麼多資金，我們小散戶怎麼可能贏面他們呢？所以，紀律操作很重要‼️要記得了喔。記取教訓，才能有所成長。如何因應下星期一….我還沒幫你們想好…鋼鐵，我已經脫手了。但還是不放心你們。我要再想想怎麼做才能把傷害降低。先睡吧…不要擔心了。暴風雨總會過去的。等我想清楚再跟你們分享。保護自己的工作要做好餒⋯⋯記得保護自己就是保護愛你的人，還有保護了你們的家人。防疫工作做好，減少外出。個人衛生第一。晚安喔💤,370
41,2021/5/15 19:31,加權指數,根據賣哥對於台灣人的瞭解台灣人有幾大特性【愛排隊】【超怕死】【容易恐慌】【愛檢舉】聽起來好像不太好但也是這些特性  幫台灣挺過許多危機 台灣人的生存意識很高的不然也不會守得這麼久至於星期一的盤勢也不必看得太悲觀股市通常都會提前反應確診人數逐漸增加  這也很正常重點是能多久控制下來確診人數比台灣增加更快的國家很多但股市卻沒像台灣跌得這麼誇張別忘了520也快到了  台股也不至於太難看週末不開盤  請安心,304
42,2021/5/16 04:52,陽明,疫情是一個很重要的因素外，就擔心區域或大規模封城，但短期要觀察融資斷頭還有違約交割疫的賣壓。,12
43,2021/5/15 23:25,"益航, 陽明, 華航",OK...因為白癡酸民...以後沒照片了❤️最後放個今天等人時被朋友拍㝵照片吧🙃酸民真的無所不在⋯⋯🤣🤣🤣大家股市加油💪 台灣🇹🇼加油～我很有個性很凶的...別當人好欺負🙃青蛙🐸酸民...我們對賭五百萬台幣好嗎？如果我做的到你說的🤪別神隱了喔🤣,152
44,2021/5/15 16:28,"佳世達, 友達, 明泰, 聚碩, 明基材",阿達家族⋯疫情當下股東若有機會盼多支持自家公司產品，公司獲利最終仍會回饋到股東身上💪💪佳世達子公司國韶實業旗下品牌，包含克司博、醫強、唐鑫和代理美適Metrex等，長期提供一系列之消毒產品於全台醫療院所與各大藥局，為醫療院所與市面上消毒產品領導第一品牌佳世達於民國一○九年六月十九日以現金 2.54億元取得國韶實業股份有限公司 100％股權，國韶及其子公司主要從事酒精及醫用消毒液之買賣及製造。合併公司收購國韶主係為加快集團於透析事業產品的布局，並擴張醫療防疫產品的版圖。 2021年第一季 認列國韶獲利 634萬元，隨疫情消毒需求及洗腎事業擴張，每一季獲利可進一步提升,225
45,2021/5/16 01:49,長榮航,疫情危機 台股本周硬仗雙北疫情再升溫，台股經歷上周瘋狂殺盤後，本周會不會再度下殺？投顧專家表示，疫情加劇會讓觀光旅遊業概念股受挫，但上周台股跌勢已部分反映疫情惡化，且國家隊也會出手救市，由於美股科技股已連續大漲，台股不至於大崩盤。由於歷來非經濟因素利空都是好買點，投資人可靜待承接點浮現。台股上周重挫一四五七點、跌幅高達百分之八點四三，適逢雙北進入第三級警戒利空，專家認為，周一將出現恐慌性賣壓，對股市有一定衝擊，但台新投顧總經理李鎮宇認為，美股已反彈，台灣科技股可望守穩。反而防疫升級後，內需概念股首當其衝，只有網購相關題材股票會持續往上走。李鎮宇說，市場上比較擔心的是疫情控制，因為如果升到第四級，就會影響全世界電子產品出貨，例如昨天增加到一百八十多例，可能會讓部分投資人擔心是否會到第四級，想要先離場。不過，李鎮宇認為，台灣防疫不至於升到第四級，政府一定會考慮很久，因為這會造成全世界供應鏈斷線，晶片無法出口，「全世界都會跳起來。」華南投顧董事長儲祥生表示，周一股市一開始難免會殺盤，最直接是餐飲飯店百貨等服務概念股。但因為上周有下殺千點的震撼教育，已反映部分恐慌情緒，周一就看科技股能否帶動指數支撐。儲祥生說，原物料如航運、鋼鐵股等都已跌三天，上周低點還是有買盤承接。加上今天周日沒交易，市場會再沈澱一下，周一若亞股，如日本、韓國股市盤勢不錯，狀況就不會太差。儲祥生認為，上周已是最大震撼教育，提早反映對疫情恐懼，如今防疫升級，也有利阻止疫情擴散，以台灣目前各方面條件，應該可以擋住這波危機。一旦疫情獲得控制，多頭將展開報復性反彈。對於中長期股市走向？李鎮宇說，這波疫情有點回馬槍，但應該是最後一波，如果台灣能夠處理好疫苗，例如盡可能請美國早一點給疫苗，國產疫苗七月中也可以上市，對經濟就不至影響太大。,163
46,2021/5/16 05:22,康那香,這大戶一下子新增那麼多….這是早就知道所以低接？？？禮拜一還來得及買嗎⋯⋯讓我接個幾張也好拜託，反正橫盤價也是差不多這樣而已，根本不怕會在跌= =一定有貓膩！,7
47,2021/5/15 21:38,"華通, 旺宏, 奇鋐, 加權指數, 康普",《您，為何投資呢😉》您，有想過為何投資股票嗎，初衷是只想要更多的錢，還是想要更多的幸福感？現在，不是戰多空的時候，請拿起您的手機打給您珍惜的朋友家人們，互相加油打氣，幸福感有錢不一定可以塑造，但真心的關懷一定可以塑造幸福喔😉願台灣的團結能讓我們擊敗病毒，台灣加油！😘,105
48,2021/5/16 01:02,"長榮, 陽明, 華航, 萬海, 長榮航",加油💪 不用多說😚投資不是投機 危機就是轉機😎坐等禮拜一開盤～😇,160
49,2021/5/16 04:03,美德醫療,現在溢價多少？,6
50,2021/5/16 00:57,加權指數,周末除了吃飯或是必要不然都在家裡好好防疫看看書打打遊戲都比去公眾場所還好股票什麼的也別想了之前腳麻沒跑的現在跑也沒什麼意思了吧我們努力守了這麼久千萬不能被逆轉如果能夠在兩到三周內壓制疫情就能再一次向世界證明台灣的防疫實力少點政治口水 一定要戴口罩剛剛新聞還報出有搭捷運或是公車不戴口罩的我在這邊誠心誠意的祈禱祝福盼望些不戴口罩心存僥倖的一買就崩一賣就漲天天砍在阿呆谷融資就斷頭融券就嘎空一輩子上廁所都沒有衛生紙！拜託了 做好防疫才是真利多,26
51,2021/5/15 20:53,"台塑, 鴻海, 萬海, 彩晶, 加權指數",大家不愛聽真話，我就少講一點但是該講得一樣要講14天內平均每日確診人數100人以上1.是指每天都要100人2.還是14天內累積1400人如果是第二種，明後天趕進度或許可以達到，也或許案例一直報出來為什麼今天各縣市輪流報因為被壓著不然哪那麼剛好，中央剛宣布三級各縣市就趕進度從以前我就會講一個事實股票不會因為同學會達人講了就會漲跌這是看整個投資市場的機制現在達人要你們進場跟持有甚至攤平剛好外頭一堆投資人正做著跟你相反方向的決策高端疫苗沒有不好，但是漲多就是風險我也說了，台灣人等不到7月的疫苗當然我從高端換成東洋事實證明，我賺一根漲停不是嗎我只是轉進相對安全且一樣有題材的股票邏輯思維要建立屬於自己的一套模式至於有人說，為什麼我都tag熱門股因為早上我剛好看到面板股的達人一樣講的基本面然後我是不知道三級宣布後你們所謂達人最後給你們什麼回饋抱緊持股，不要砍在阿呆股也對，因為沒人能預測未來我只是想比較遠，剛好被我堵到了上周中鴻陽明第一銅也剛好幾天都好幾%買第二波升段這周的高端疫苗但是我最愛的2檔股票卻吃了我不少獲利所以股票不要談戀愛訊號出現時小量進出場試單不要留戀我剛說的陽明長榮在跌20%就可以進場我的前提是疫情獲得慢慢控制下的預測如果在失控什麼股票都會先跌再來起漲的，就是接下來的趨勢股所以可以開始慢慢追蹤多方布局食品建議周一開高不要追因為人不會因為疫情而吃比較多東西反而是長空遠距題材，台灣市場太小，而且需求沒那麼大遠距都是吃國外的單子檢測股?有出貨給台灣使用嗎我是不知道啦疫苗，總統當然要喊話讓大家不要恐慌但是7月能不能順利出世，大家不會關心在那時候了不然疫情爆發到那時候，應該也不用打了。我還是講了真話周一你們要不要出場不關我的事情我只是希望空手或想加碼的人好好在考慮一下當然下單的手在於你，只有你能控制自己。我們只是平凡人，腳踏實地的慢慢前進終究會到達終點的抄捷徑往往不會有好結果我是案例啊啊少賠就是賺少賺就是贏長期下來效益會很巨大我不在乎有幾個酸民也不在乎有幾個噓有人得到幫助這個就值得了20:53,250
52,2021/5/15 19:01,"華航, 加權指數",華航 晚安雙北公佈防疫升三級時我便覺得不可思議不可思議不可思議這中央還能這麼鬆懈在處理疫情台灣就這麼小哪會只有雙北有事其他縣市還能安好的道理果不其然現在已多個縣市首長宣佈提高三級做警戒算這些官還有良心先跳出來顧好自己管轄否則依照這些只想救市不顧生命的邏輯危機不停層層出   要到何時才能化解政府的做法真的是令人不敢苟同算了  再多的抱怨  也還是要做好自我防護才要緊我可不能讓我的小跟班和寶貝女鵝有啥閃失才行⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡在這兵荒馬亂的時節有人問華航還能續抱嗎華航是近期國家隊護盤的對象之一因為看好才會出來護嘛不然台股上千檔為何能被挑中保護的一定是有他的理由不是嗎自己的股票別靠陌生人為你指引要抱不抱隨便你嘿我先前也提過了近期會進場的點是啥有人真的認真看過我的文是哪個點嗎？想在地板給本🐺撿的話我當然很樂意但一下全丟太多出來當垃圾倒本🐺也會看心情撿嘿好的股票不會被遺忘⚡⚡⚡ 華航 加油  ⚡⚡⚡大家做好防疫才能降低更大的損害⚡⚡⚡ 台灣 加油  ⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡,90
53,2021/5/15 18:07,加權指數,最近已經比較少在同學會貼文而選擇在A-傑的粉絲專頁、社群裡即時互動，因為這個版太熱了，熱門時段很難操作。如果是老朋友，我想應該都印象深刻，我在3月之後就不斷的示警大盤的修正風險了，疫情是正好加重了大盤的修正，這不是我當初能預料的，但是它就這樣巧合的發生了。太多人在今天私訊關心週一開盤會怎樣了，本來週末不談股票的，只好打斷一下自己的週末生活步調回應一下好了。美股大漲，科技類股強彈，去年的3月恐慌之後除了防疫股，強彈的也是科技類股，不一樣的是，那時候沒有疫苗，但股市基期不高、基本面展望模糊，後來因為中美貿易、歐美QE等等因素帶起了一大段的漲幅，更因而吸引了一堆的閒置的、投機的資金湧入股市，而現在則是有了防疫的經驗、有疫苗、個股基本面展望不錯、很多產業在正向發展的趨勢上、歐美疫情趨緩、通膨隱憂罩頂，而且股市漲幅高了、投機的錢像驚弓之鳥，台股剛好經歷了歐美通膨的數據高升的拉回修正，本來已經滿足的多頭行情修正幅度又一次面臨再探底、測底的壓力，好消息是在這一波的修正後融資餘額減少了500億，讓接下來的賣壓少了一些壓力，在台股基本面展望佳、國際市場暫時回穩、外資空單已經大幅回補的現在，台股本來應該落底反彈的行情將取決於兩個層面：第一個就是政府在週一開盤前的宣示態度與實質作為，第二個就是市場散戶的焦慮反應和獲利回吐後是選擇出場或持有觀望，而已經承受損失的融資買盤是大舉停損或繼續承擔風險，因為不管是什麼法人也很難抵抗市場散戶的集體弱智行為的，尤其是短線槓桿資金亂竄，當沖比率超高的現在。不過我個人認為台股下週開始應該就是會走急墜測底、加速落底、盤整、然後V型反轉，至於是停損出場再找底部進場，或是按兵不動等待V轉，這就很難決擇了，尤其是每個人的資金來源跟部位、風險承受能力都不一樣。就像上文所寫的，觀察政府的發言吧，如果還只是國安基金會隨時注意股市、隨時召開臨時會議來決定是否介入等等的空話，那這次在高檔聽信投顧老師、電視名嘴等等而融資進場的散戶就真的又是一曲悲歌了，因為斷頭後總是新的大行情的開始。未來會減少、降低在這個版面貼文囉，因為我沒有在收會員、收費用，就隨緣的跟粉專、社群的有緣朋友交流即可，也降低一下自己的時間成本。,110
54,2021/5/16 06:10,長榮,當初30塊的有想過會破百嗎？那現在呢？行情結束了？疫情結束了？貨物不缺了？我只知道海運還在漲價喔！,25
55,2021/5/16 04:31,"華新, 中鴻, 台積電, 友達, 長榮",大家好，現在時間半夜3:50因為疫情失控，加上再思考接下來的防範措施及操股模式，就邊消毒家裡別思考怎麼分享自己的想法我會分幾段講就如昨天我說的，會趕工出分享我的想法有人寫的文，想法跟我很接近暫且以他的口吻講講之前，先講有人一直洗版欸，小雨說:哥，有個人一直跳針一直洗你版面，那個髒東西，你怎麼不直接封鎖他我:網路本來就自由言論，如果你做的事情有幫助到人，就堅持你做的事情，而且他的心應該被救贖的，就隨他去吧。小雨，你放寬心吧，一樣繼續我們的旅程小雨:有時候你真傻，難怪花花姐會叫你阿呆，難怪當初她不喜歡你繼續發文。拍拍小雨的頭說:我知道你心疼我，大盤這樣殺，看到大家荷包縮水，我也不好受。這波過了，我分享完初級挑股概念，我可以休息一陣子~至於那個腦波弱的人一直說我tag熱門股欸，航運鋼鐵電纜，我上上周三分享上周二見高點示警，別追高，小心操作，該出場了，難道要像版上達人宣導抱上不放嗎?而我說的疫情風波，不是只有昨天說的在分享挑股的同時，我就在上周二分享防疫及疫苗概念股瑞凡們，我不是現在才tag你們如果你們真看好他們未來就好好抱著吧，我從沒有叫你們出場我這幾天千篇一律的說，不要進場接刀沒有叫人出場喔，文章都沒刪要酸的，真的請看我所分享的不然這樣打臉太小力了。開始分享了幾個問題回覆：1.我純粹想講一些實話而已，我不是開投顧公司，沒必要從你們身上賺錢，讓你們成為我的會員，解決你們心情問題。2.我純粹覺得當初台股位階太高現在位階還是有點高可以看一下亞股吧，韓股還是過不了一月的高點日股過不了2月高點大陸及港股一樣過不了2月高點台股一直往上衝，風險一直在只是當沖太高，一些股市小白夢想一夜致富對照亞股，大家可以了解一些貓膩。3.現在台股基本面，難道真的是短期電子漲價加上傳產股行情大好將大盤拉高進而上萬七，EPS預期賺多少都是分析部門做出來的想像『整體台股本益比』是指說所有的股票高高低低的本益比平均之後的數字，當每一次崩盤本益比大概都拉到甚麼數字。我們能知道台股應該落在什麼價位才是健康的4.現在買股票還在看本益比是有點玩笑話了？財報每次出來就是利多出盡股價反應總是在題材發酵前當題材出來，財報確定不錯就是利多出盡時。市場多數大人怎麼玩，就跟他們怎麼玩吧除非您有本事當主力還是主力小孩，長期能大賺那也是您的本事。我們只求穩定的賺零用錢就滿足了。5.而每一次要崩盤，都有歷史的背景往往是一個大事件，只是展現的型態不一樣這一次有QE又有通膨，兩面刃啊原料漲價剛好而已，成本漲價剛好跟上腳步當我們一直歷經一次次崩盤之後我們會咬牙的說，為什麼我要貪心先出場，就能在更低價格，買更多籌碼回來您會發現歷史總是在重演，一直重演著，人性的貪婪跟懊悔每一次過程大家都會高喊，這一次不一樣，我們不一樣，抱歉差點唱起歌當然有不一樣故事不一樣的過程，但最終結果都是一樣。崩盤財富重新洗牌。6.現在低利率，我們要把事情簡單化，就是回到一切事情本質的起點上思考。股市如何能夠持續上漲？不論基本面的好壞，股市需要由資金推動才能上漲吧，大家都同意而推動股市上漲資金有誰國際投資機構，法人，大中小戶，散戶資金這些大家都知道，應該沒毛病吧，但是現在台股面臨漲多修正只是疫情持續擴散，是一個導火線本來是緩跌，變成崩塌式的跌。而這樣的氛圍一定會動搖大家進場的意願，所以大盤初步的底部等大盤量縮吧下一段會繼續分享，影響股票的因素有哪些4:30肝啊肝啊，讓我們一起奮戰不懈,133
56,2021/5/16 00:46,長榮,我剛才還發現一個怪現像，大盤這次其實是4／29開始往下，我只看了13x4的一生一世，4／29開始，23x7紅海4／29，30x7猩猩4／29，233x台雞，雖然一月就開始跌了，但4／29起也下探了50元，其它沒有再追蹤了，三雄則是從5／11一起下探的，為什麼？我不知道，但是這種全面性的大幅拉回，只有掌握大批股票的大股東才能同時做這個動作！所以想等像樣的反彈，也還是他說了算，除非他賣的時候你接的下全台股1/2 的股票！？你賣的時候，誰有用不完的錢來接！還有4／29先壓電子，和一些權值股，是不是當時也覺得航運股是還不曉得要發生什麼事的避風港，連我這個老油條，都做好的減半持股面對印度疫情，都臨時決定補滿了！後來還是在86想減半發現賣不掉，只好77.1時賣了半個小時才賣掉，當天很多人尾盤就賣不掉了！真他媽的配合的天衣無縫，不在100喊167，沒有50％空間？那請的到那麼多大小白！？所以千萬別大意了，外資可是用兵如神的！光這幾年，搞的全世界股市牛雄並存，永遠有股票可以做！搞到無限上綱！再看看長榮的月量，340萬張扣在大股東手上，剩下的連ECB轉換約150萬張，可以週轉到916萬多張，這個月大概要上1000萬張了，不是527萬張股本哦！346萬張是不動的哦！？1000／181＝5.5平均一張股票每月要換手5.5次的概念哦！瘋狂的小白每天轉好幾次功勞不小！,141
57,2021/5/16 05:03,群創,今天看一個財經節目，其中一位分析師說的很有道理，崩盤時，基本面如泡麵，我是不知道台股會不會崩盤，我只知道我看過崩盤，我也不知道以後會不會上2萬，但我知道上2萬前也可以先殺到13000在上2萬,17
58,2021/5/16 01:42,高端疫苗,本以為胸狠嘴辣出現了，想叫金色大、加藤大、lucky大趕快來看本尊，結果又秒刪文了......或許是我被封了，無緣再見，さよなら⋯⋯沒辦法，美女總是害羞，怕見到狼群，會忍不住叫起來......學貓叫.......再來嚴肅一點：去年的欠隆之亂，是仰賴現已被失蹤的井蛙大平熄，有參與過程的人就知道怎樣的手法，相信大家都有智慧判斷，照片越是（           ），越要小心，中國都有男扮女裝視訊裸聊了！https://news.ltn.com.tw/news/world/breakingnews/3533000?utm_source=LINE&utm_medium=OFFICIAL&utm_campaign=ROBOT&utm_content=20210515,42
59,2021/5/16 00:17,高端疫苗,算是這幾天以來的好消息。天佑台灣，天佑高雄。千萬要撐住，等到高端二期臨床的數據結果出來，應該很快能接手掌管整個防疫戰線！https://tw.appledaily.com/life/20210515/ZI5EPQR5QFG4DMBRB7HLFCHCJI/,120
60,2021/5/16 04:46,華航,"以投資成本來看, 起漲點15所以這裡再跌的機率很低以時間波來計算,漲20天跌20天也走完了最差就是在這裡盤整而已,運氣好跳上去打月線還有點價差可以賺",8
61,2021/5/15 12:55,合一,1、千算萬算不如食藥署的一紙命令，很多人都已經買合一很久了，這個轉廠意外連公司都沒有考慮到。2、因為速必一連生產到銷售在台灣都是自己來，而且畢竟在台灣很少這樣的案例。沒有前例可循，當然就是會有一些思慮不周的地方。3、但是畢竟只是轉廠的不順而已，最壞情況也是晚一個月上市，也有可能由中化廠可以支援也不一定。大家就悠著點。靜觀其變就好！4、今日大家應該也都待在家中，看著速必一的消息，一直都沒有答案，有些人應該有些焦慮，這件事件公司應該也是無奈，大家也都無辜，但是焦慮也無法改變什麼，假日公司普通是沒有回答問題，希望今天特別回答大家一下，安定投資人的心，也希望大家平安，天祐台灣！,514
62,2021/5/16 06:46,聚亨,"聚亨第1季毛利率16.81%,利益率12.61%,稅前淨利率10.04%,Q1EPS0.4元，未開放融資劵無斷頭賣壓，以鋼鐵4季獲利比1：1：2：3估算今年約賺2.8元股價可達30以上。這股因疫情影響自高點19.8急挫至13.15 短線跌幅達33.35%搞得持有者人心惶惶不可終日，但股價短暫因疫情而急跌但過後終會還它公道。好在聚亨都是現股沒有斷頭賣壓若不賣就當是時間頭資熬過後終會獲利的。最後老話1段：各位持有的朋友是要寡婦死兒子或是希望在明天端看個人的訣擇了。",38
63,2021/5/16 07:52,旺宏,一樣的病毒，台灣遲了一年多，終於還是趕上世界的潮流，已經很強了。這次不會像去年，恐慌殺盤，畢竟世界各國股市經過病毒肆虐，還是不斷創高，我用4個字形容接下來股市的發展應是“有驚無險”,18
64,2021/5/16 02:37,加權指數,一堆人在看多台股我想問的是這些朋友們如果你現在是空手，你會選擇在禮拜一進場嗎？如果你手上有空單，你會選擇禮拜一趕快回補嗎？你手上是多單就吹口哨壯膽這並不會改變大盤走勢但因為你的自我催眠可能會害聽你話的投資人空手接白刃我來給各位客觀的建議吧！如果你現在空手建議你禮拜三尾盤則機進場如果你現在是多單滿手建議你稍安勿躁禮拜五早盤則機部份出場如果你現在是空單滿手建議你在週二尾盤或週三早盤獲利了結但不需要由空轉多以上的共同點就是則機保留現金等局勢穩定等融資追繳令萬箭齊發等成交量降至3300億-3500億屆時就可以放心進場撿便宜了,20
65,2021/5/16 04:12,加權指數,最壞如果真的走到第四級，封十四天後水電問題反而會自然解決，殭屍企業農地工廠會倒掉很多，但會有一個非常痛苦的五月，自己也高機率會失業，大家還是口罩帶好，打得到疫苗儘快打吧！,10
66,2021/5/15 23:54,加權指數,原來我的數學白學了3 加 11 不等於143 + 11 = 180我不是關說  我是關心...,198
67,2021/5/15 23:26,"中鴻, 燁輝, 台積電",同學們…晚上好相信疫情的狀況，你們應該比A妹清楚..本來我很難過，覺得一直勸說的話，有人看沒人聽。但，看了很多同學的回文，說他們因為A妹的提醒減少了損失。我才覺得比較安慰了一點。就像陽明與海光，中鴻。A妹也一直提醒大家。要減碼，要小心。該停利的要適度的停利了。不過真的有聽進去，能夠執行的可能不多吧。不過，有幫到少數幾個，也是一種善行了。其實，仔細想想自己的推估，勝率其實也滿高的。只是像裕民就真的對不起大家了。也對不起乾哥。所以一直從上禮拜起，就不停的再跟大家分享風險意識及紀律管理的觀念。因為自己的股票是操作在自己的手裡。沒別人可以替你決定什麼，你說對嗎？但，A妹也是一直反省自己，不該太去相信同學會上許多高人氣的達人的話，而去忽略技術線型給我的訊號，使自己受傷了。這些原是不應該發生的事。原本，我都可以獲利離開的。但，自己選擇相信，也不能怨別人。所以，我記取這個教訓了。自己看。相信自己。就像燁輝5/12開盤前，我也提醒大家。可能要小心，A妹要出場燁輝了。但，還是也有很多保持著鋼鐵多頭的想法繼續抱著。A妹的同事朋友，都在5/12開盤就跑了。沒有受傷，小停利出場。現在，還留在場內的。你們還是需要A妹的想法，是嗎…其實，我一直有說要做好資金的分配。紀律的嚴守，才能管控你的風險。但，也僅有少數人聽的進去。我要再想想，沒出場要怎麼處理比較好。希望你們都是現股操作，不要有融資融券的。雖說現在融券，似乎贏面很大。鋼鐵，航運，重災區…現在殺好像已經錯過好賣點了…唉😮‍💨疫情，真的如A妹不願去想的那樣，真的在台灣擴散了。從留言中，也感覺還很多同學還留在場內的。這實在是令人擔心…我再想想怎麼做可能會比較好了⋯⋯你們都是現股吧⋯⋯？,307
68,2021/5/16 04:42,陽明,https://money.udn.com/money/story/5612/5460757?from=udnamp_storysns_line,19
69,2021/5/12 15:18,"毛寶, 康那香, 南六, 生華科, 寶齡富錦",作者dash0804 (Dash)看板Stock標題[新聞] 陳時中呼籲不要搶防疫物資　公布醫療用品時間Wed May 12 15:18:49 2021原文標題：陳時中呼籲不要搶防疫物資　公布醫療用品最新存量                                      (請勿刪減原文標題)  原文連結：                                      (請善用縮網址工具)發布時間：2021/05/12 14:59 報導                                      (請以原文網頁/報紙之發布時間為準)原文內容：中央流行疫情指,8
70,2021/5/15 19:08,"味王, 佳格, 加權指數, 高端疫苗",沒事不出門在家最安全-3你崩你的我漲我的防禦類股篇1.短期疫情氾濫已經是事實但是台股還會有多少崩跌空間我懷疑會不會再上演一次星期三那種下殺1400的事情？坦白講不會下殺要有動能下禮拜最主要的殺盤動能只會來自於散戶這能夠下殺多少我很期待2.我不是說台股要大漲這在疫情嚴峻當下明顯短期不太切實際但是就是有些類股會在這樣的環境下是會率先走出下跌的泥淖做出反彈的看了三天其實態勢已經明顯而易見兩個類股足以在未來幾天做出抵抗提供給你參考一個是生技類股一個是食品類股3.有圖有真相來看看我常說的趨勢比較法我們分別以星期三的最低點以及收盤位置做基準可以很明顯的看出強弱樣態雖然只是短期的趨勢但是所謂的趨勢就是由近至遠慢慢構築而成生技股與食品股從禮拜三就展現出與大盤的不同生技股中當然是因為有像是高端、台康生這樣的強勢股票所以趨勢明顯大盤越殺它們越強但是即使不是防疫類股一般的生技股票也遠比大盤來得抗跌此外就是就是食品股了大盤下殺他們也跟著殺但是殺不下去是很明顯的接連三天收盤一天比一天高的收盤價格很明顯的說明了接下來可能的走勢4.星期一的開盤一開始的恐慌是難免的但是等到塵埃落定以后那個是芒果那個是蘋果慢慢就會顯露出來一昧的散戶人踩人可能會出現這就是韭菜心態聰明的各位只要做好計畫該怎樣就怎樣才能不憂不懼即使行情不好你還是可以有不錯的選擇的我很聰明的先提了接下來有機會漲的類股是為了接下來要提會繼續崩跌的類股這樣罵我的人應該會少一點了吧！,998
71,2021/5/16 03:44,長榮,外電報導，全球第一大貨櫃輪業者馬士基（Maersk）認為海運費率將逐漸下降；然而最新一周貨櫃輪運價持續飆漲，國際知名航運期刊也都認為，今、明年需求量比供給還多；專家也分析，根據期刊預估數字，運價要大跌空間實在不大。,26
72,2021/5/15 23:49,高端疫苗,噴吧 讓我一次變首富,18
73,2021/5/14 16:18,高端疫苗,恭喜還在鎮上的居民們近期又會有大浪了姐姐今天想沖，結果甩出來不過 姐姐不做酸菜曳反手入手台康了金大…姐姐這次會抱穩的,109
74,2021/5/16 03:49,加權指數,"因為疫情的原因而下殺的股票就會因為疫情得到控制而再回來,如果下殺需要2周的時間,那再回來也需要2周的時間回來.看多就快點把口罩戴好戴滿,沒事不要亂出門不要再給空軍再次利用疫期發國難財的機會,把財富從你手上搶走.接下來的2周很關鍵,斷開病毒鏈!",27
75,2021/5/16 01:40,"大成鋼, 友達, 萬海, 群創, 加權指數",警語單純分享自己的研究觀點與操作方式並無任何投資建議與個股的進場時機若有看完發文自行跟單操作盈虧自負上一篇文章已經提到訊號不對的事情也說到如果訊號出現會跟大家來報告我此時出現發文你應該要懂我的意思如果你在我上篇發文後沒跑那非常有可能是套牢的情況但也不用過度的緊張以中長線的投資角度目前仍然是看好的情況只是你賺不到這之間的價差而已我不管某分析師在錢線百分百提到可能崩盤的論點因為就目前的情況看來沒崩盤的跡象這週融資的減少來到了近400E這只是單純的高檔震盪拉回而已在我看來這是良性的整理與修正這幾天一定很多人都在恐慌確診人數增加幅度倍增已到達類似群聚感染的情況難道這週拉回整理是假的嗎？我明白的說跌幅已經提前反映了不過還是難掩週一的恐慌賣壓但這卻是進場的好時機！不過進場買進的個股可能跌破大家眼鏡我並不是要進場買進生技個股尤其口罩我側面了解口罩廠商的庫存像山一樣高但為何藥局會有完售的情況？商業手法有人還是會問那檢測與疫苗個股呢？疫苗與檢測個股已經提前反映了股價你再去追就有可能是最後一個洗碗的我反而會去買這週跌幅非常深同時基本面與未來發展不錯的個股我會在週一將之前賣掉的個股再買回請各位拭目以待吧！台股應該在2-4週內上萬七你不信是你看不懂各產業的情況你不信是你不知眾多個股已超跌你現在賣就是賣在個股的最低點你現在買就是買在下波的起漲點我只是陳述自己的看法與觀點至於信與不信留給你自己判斷週一真的不要亂砍你所持有的個股很大機率是開低走高的走勢附上週五各分析師的盤中訊息最後祝福大家平安健康防疫工作做好做滿股市操作順心順水荷包持有滿滿現金,112
76,2021/5/16 03:18,陽明,禮拜一跌停,10
